Supplementary Data 7. Differential gene expression between clone #1 and clone #2 in Table 1,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Diff
HSPE1,0.105466801,0.206472247,0.36,0.298,1,-0.062
SLC25A36,0.105601846,0.152624363,0.174,0.131,1,-0.043
EIF5B,0.105965126,0.216674549,0.261,0.21,1,-0.051
BCKDHA,0.105968581,0.219135088,0.152,0.112,1,-0.04
HIST1H1C,0.106020184,0.272414411,0.273,0.218,1,-0.055
RPS19,0.106130292,0.023463291,0.996,1,1,0.004
PPM1K,0.106148862,0.155815829,0.242,0.192,1,-0.05
MAN2B2,0.106214604,-0.369772834,0.08,0.113,1,0.033
KIAA0040,0.106752331,0.259755076,0.136,0.1,1,-0.036
DNAJC9,0.106778886,0.108892435,0.167,0.124,1,-0.043
BRI3,0.10703511,0.165681192,0.216,0.165,1,-0.051
NR3C1,0.107276147,0.078436107,0.364,0.293,1,-0.071
OTUB1,0.107354056,-0.360605729,0.337,0.358,1,0.021
PPP6R2,0.107464873,0.190718552,0.159,0.121,1,-0.038
RIF1,0.10754664,0.271818755,0.129,0.095,1,-0.034
WTAP,0.107688752,-0.349739953,0.292,0.324,1,0.032
ABHD14A,0.107765521,-0.477218695,0.159,0.191,1,0.032
CDK6,0.108073047,0.174040321,0.159,0.119,1,-0.04
OGT,0.109060575,0.313563264,0.269,0.217,1,-0.052
ARHGAP17,0.109214422,0.310042286,0.125,0.091,1,-0.034
CSNK1G3,0.109460501,0.571962668,0.102,0.073,1,-0.029
GCC2,0.109586848,0.15688032,0.345,0.284,1,-0.061
ANKRA2,0.109621942,0.196691047,0.106,0.075,1,-0.031
UBE2N,0.110304169,-0.523801121,0.216,0.241,1,0.025
SLC25A20,0.110468318,-0.660059131,0.11,0.141,1,0.031
SEC24B,0.110824458,-0.561050554,0.08,0.109,1,0.029
KPNA4,0.111426433,0.238658218,0.22,0.173,1,-0.047
B4GALT1,0.111480402,0.163007644,0.227,0.178,1,-0.049
CDC16,0.111740721,0.293335721,0.106,0.076,1,-0.03
ATP6V1G1,0.112076298,0.11083346,0.617,0.532,1,-0.085
TMX4,0.112154407,-0.287163659,0.299,0.329,1,0.03
NDUFV1,0.112738925,-0.255588133,0.364,0.385,1,0.021
SF3A2,0.112743309,-0.409836146,0.307,0.327,1,0.02
SMARCD2,0.112764724,0.275029197,0.14,0.105,1,-0.035
MT1E,0.112791611,-0.630000615,0.155,0.189,1,0.034
LARP4B,0.113082287,0.365047133,0.133,0.098,1,-0.035
TAGAP,0.114197595,0.105555496,0.542,0.439,1,-0.103
LFNG,0.114227788,-0.620149092,0.106,0.137,1,0.031
HDDC2,0.114264645,-0.472139936,0.14,0.173,1,0.033
SCAMP3,0.114314969,0.106218009,0.231,0.18,1,-0.051
ARHGAP30,0.114390487,-0.191108265,0.481,0.489,1,0.008
CCDC18-AS1,0.11439198,0.202493334,0.201,0.157,1,-0.044
SNX14,0.114824685,0.320314325,0.136,0.103,1,-0.033
STK26,0.114846419,0.308745521,0.155,0.118,1,-0.037
LSM12,0.115046312,0.164017148,0.193,0.148,1,-0.045
RAB4A,0.115075408,0.262373557,0.22,0.175,1,-0.045
USP9X,0.11519988,0.256766003,0.106,0.075,1,-0.031
TSPO,0.115202467,-0.219295888,0.53,0.548,1,0.018
LAT,0.11522043,-0.21125125,0.614,0.607,1,-0.007
SAMD3,0.115575168,-0.236762138,0.496,0.498,1,0.002
RASAL3,0.11578575,-0.354280467,0.413,0.418,1,0.005
IFRD1,0.116064593,0.263975947,0.189,0.144,1,-0.045
MAU2,0.116177263,0.245984933,0.114,0.083,1,-0.031
DEDD2,0.116180878,0.308059154,0.182,0.139,1,-0.043
ADSL,0.117149733,0.216672755,0.144,0.107,1,-0.037
PDIA4,0.117150783,0.269982123,0.261,0.208,1,-0.053
SH3KBP1,0.117252871,-0.351867952,0.417,0.42,1,0.003
HBP1,0.117387307,0.220942967,0.163,0.123,1,-0.04
NOP10,0.117507271,-0.17031432,0.223,0.264,1,0.041
EIF4G1,0.117539437,0.282976963,0.223,0.183,1,-0.04
BCL2,0.118226871,0.386575516,0.14,0.104,1,-0.036
NPC1,0.118488442,-0.572783317,0.102,0.133,1,0.031
MAP3K8,0.118608721,0.193315222,0.193,0.149,1,-0.044
RNF167,0.118843598,-0.328790292,0.394,0.403,1,0.009
LCOR,0.1188753,-0.830706833,0.095,0.122,1,0.027
HMGN3,0.119112837,-0.332970584,0.367,0.386,1,0.019
CD47,0.1192692,-0.28283217,0.432,0.438,1,0.006
NDUFS8,0.119755592,-0.375181805,0.303,0.331,1,0.028
SNX1,0.119832425,-0.720166243,0.121,0.15,1,0.029
ACSS1,0.119912435,0.294126379,0.133,0.1,1,-0.033
LSM6,0.120179064,0.164146872,0.197,0.154,1,-0.043
TADA3,0.120297646,-0.456885648,0.227,0.253,1,0.026
TADA2B,0.12042944,0.347457436,0.11,0.079,1,-0.031
C5orf24,0.120623093,0.179218869,0.117,0.085,1,-0.032
ACADM,0.120632875,0.219237568,0.117,0.086,1,-0.031
AKIRIN2,0.120753377,0.189431331,0.242,0.19,1,-0.052
RBM5,0.120882681,0.246640592,0.11,0.08,1,-0.03
RAD50,0.12097443,-0.640785435,0.117,0.147,1,0.03
EZR,0.121577016,-0.261675045,0.557,0.534,1,-0.023
YWHAZ,0.121871963,-0.153925345,0.833,0.787,1,-0.046
XPO6,0.122574363,-0.736667771,0.091,0.119,1,0.028
FRMD8,0.122633627,-0.597129207,0.076,0.103,1,0.027
TRIP12,0.123005407,-0.026262607,0.17,0.128,1,-0.042
RHOG,0.12302511,-0.326343427,0.375,0.386,1,0.011
METTL26,0.123095492,0.184644066,0.333,0.275,1,-0.058
CEBPZOS,0.123232078,0.232061503,0.159,0.12,1,-0.039
RPL31,0.123366106,0.076581956,0.913,0.91,1,-0.003
DHRS4,0.123394204,0.187246367,0.148,0.111,1,-0.037
TUSC2,0.123579296,0.233923323,0.182,0.142,1,-0.04
NIPA2,0.124295834,0.386007143,0.133,0.1,1,-0.033
MRPS30,0.124599432,-0.43239323,0.102,0.133,1,0.031
HECTD4,0.124633035,0.28724423,0.114,0.082,1,-0.032
ATP11B,0.124769324,-0.548363022,0.117,0.149,1,0.032
FKBP5,0.124789778,0.129833059,0.174,0.134,1,-0.04
FLOT1,0.124845358,0.295257343,0.239,0.195,1,-0.044
NIP7,0.124882645,-0.641448457,0.098,0.128,1,0.03
PGAM1,0.124919291,-0.25857541,0.462,0.468,1,0.006
EIF2S3,0.125065393,0.095528381,0.337,0.271,1,-0.066
TESC,0.125249367,-0.615652502,0.098,0.128,1,0.03
PRKD2,0.125663921,0.046275001,0.148,0.109,1,-0.039
VTI1B,0.125752334,-0.462647063,0.193,0.226,1,0.033
COX7A2,0.125862398,0.205674839,0.606,0.527,1,-0.079
NFU1,0.125925744,0.173746032,0.121,0.088,1,-0.033
UFSP2,0.126496337,0.257444736,0.11,0.08,1,-0.03
TEX264,0.126712926,-0.360181984,0.223,0.257,1,0.034
RABGAP1L,0.126873157,-0.425130929,0.25,0.279,1,0.029
CLIC1,0.127023516,-0.149274801,0.826,0.808,1,-0.018
HCST,0.127694921,-0.128669391,0.939,0.928,1,-0.011
EIF3B,0.127917497,0.080916466,0.216,0.166,1,-0.05
CSK,0.128056989,-0.260865522,0.496,0.496,1,0
EMC10,0.12806019,-0.498387734,0.159,0.191,1,0.032
PCID2,0.128293427,0.217436541,0.17,0.131,1,-0.039
PSMD8,0.128332891,-0.231109066,0.348,0.365,1,0.017
FXN,0.128910253,0.243115957,0.117,0.087,1,-0.03
ANKRD12,0.128979662,0.095473939,0.523,0.43,1,-0.093
SLC35D2,0.129224694,0.151749506,0.129,0.095,1,-0.034
GIMAP4,0.129446668,-0.238149828,0.451,0.468,1,0.017
ATP6V1F,0.129545041,0.210332953,0.409,0.353,1,-0.056
ANAPC15,0.12968812,0.176495553,0.178,0.137,1,-0.041
TMEM30A,0.129695939,-0.478226008,0.159,0.192,1,0.033
MICOS13,0.129728541,0.066155557,0.379,0.311,1,-0.068
PRPF31,0.129744879,0.397520683,0.178,0.141,1,-0.037
MEGF9,0.129798494,-0.544855459,0.087,0.118,1,0.031
CLNS1A,0.129902376,0.267205759,0.208,0.167,1,-0.041
TCHP,0.13009978,-0.661058842,0.083,0.112,1,0.029
ATP5MG,0.130256836,0.089681096,0.875,0.821,1,-0.054
PDE7A,0.130445051,0.145637366,0.239,0.188,1,-0.051
OAZ1,0.130559338,-0.128475096,0.883,0.87,1,-0.013
ZNHIT3,0.130753369,-0.383162013,0.095,0.126,1,0.031
ARFGAP3,0.130855612,0.301107554,0.178,0.14,1,-0.038
PRPF38B,0.131109596,-0.394651294,0.333,0.345,1,0.012
HAX1,0.131344684,0.106052051,0.239,0.189,1,-0.05
NADSYN1,0.131405517,0.217198421,0.167,0.126,1,-0.041
RHBDD2,0.131462126,-0.67028789,0.14,0.166,1,0.026
KIF21B,0.131930894,-0.374865401,0.117,0.148,1,0.031
THEMIS,0.132553936,-0.247748119,0.371,0.387,1,0.016
AHSA1,0.132755938,0.176490652,0.155,0.12,1,-0.035
CREM,0.132843665,0.280445417,0.11,0.081,1,-0.029
SLFN5,0.133022911,0.09362624,0.409,0.33,1,-0.079
FBXL6,0.133072895,0.115741969,0.117,0.085,1,-0.032
ANXA2R,0.133418338,-0.308636149,0.265,0.298,1,0.033
VMA21,0.133658345,0.192827121,0.144,0.109,1,-0.035
DTD1,0.133814305,0.184159576,0.182,0.141,1,-0.041
ECI1,0.133911076,0.150411608,0.121,0.089,1,-0.032
BCR,0.134175795,-0.454169852,0.125,0.158,1,0.033
ARRDC1,0.134245961,-0.550111595,0.148,0.177,1,0.029
UBE2E3,0.134263911,-0.402557928,0.205,0.236,1,0.031
EIF4E2,0.134434681,-0.525083949,0.121,0.152,1,0.031
SLC50A1,0.134563819,0.109721088,0.106,0.076,1,-0.03
CCDC25,0.134870099,0.089342808,0.186,0.143,1,-0.043
LRRFIP1,0.135124073,-0.2054101,0.58,0.56,1,-0.02
BAZ1B,0.135193256,-0.485887653,0.178,0.207,1,0.029
CTDSP1,0.135329448,-0.344519053,0.326,0.345,1,0.019
NELFCD,0.135333824,-0.450503525,0.14,0.17,1,0.03
ARPC4,0.135830229,-0.199578192,0.606,0.574,1,-0.032
APH1A,0.136013745,-0.301704534,0.307,0.336,1,0.029
PRKY,0.136518891,0.168476223,0.189,0.15,1,-0.039
POLR2G,0.136542722,-0.293331185,0.269,0.302,1,0.033
FKBP8,0.137278351,-0.236977897,0.583,0.572,1,-0.011
GNL1,0.137354253,0.170402971,0.14,0.105,1,-0.035
MFSD14A,0.138394785,0.121610971,0.129,0.096,1,-0.033
USP48,0.138643834,-0.445487807,0.129,0.159,1,0.03
PSMA5,0.138759102,-0.273513825,0.258,0.288,1,0.03
GLUL,0.138853769,-0.379036018,0.163,0.197,1,0.034
JMJD6,0.13903713,-0.773586287,0.091,0.117,1,0.026
BCL9L,0.139614635,-0.391730226,0.159,0.192,1,0.033
SFI1,0.139881412,0.42138028,0.102,0.075,1,-0.027
MAN2B1,0.139881477,0.165666715,0.223,0.179,1,-0.044
PPP1R16B,0.139989999,0.335219966,0.152,0.118,1,-0.034
SLC4A7,0.140046186,-0.659097878,0.155,0.18,1,0.025
IL16,0.140460442,0.11230194,0.326,0.266,1,-0.06
GNA13,0.141316479,-0.533346567,0.133,0.163,1,0.03
POLR2J3,0.141498682,0.10034703,0.167,0.127,1,-0.04
NDUFB2,0.141636236,-0.209863793,0.595,0.582,1,-0.013
CSTB,0.141756065,-0.344163656,0.39,0.404,1,0.014
CCDC92,0.141913392,-0.527750482,0.133,0.164,1,0.031
TCIRG1,0.142253482,0.100249281,0.265,0.213,1,-0.052
ALYREF,0.142264076,0.186652259,0.269,0.221,1,-0.048
SNHG3,0.142503369,0.207090238,0.182,0.139,1,-0.043
CHD4,0.142584325,0.240628488,0.182,0.143,1,-0.039
MFSD14C,0.142691636,0.423582433,0.102,0.076,1,-0.026
OTUD5,0.142792215,-0.34968447,0.114,0.146,1,0.032
THAP7,0.143682908,0.390744103,0.121,0.09,1,-0.031
HSPA4,0.143714181,0.128063762,0.17,0.132,1,-0.038
MADD,0.14378268,0.217751976,0.125,0.094,1,-0.031
BLOC1S1,0.14426317,-0.261406737,0.466,0.473,1,0.007
DNAJB11,0.14436396,-0.512418698,0.117,0.146,1,0.029
HNRNPR,0.144667505,-0.26041258,0.364,0.374,1,0.01
SAMD9L,0.144687845,-0.52198087,0.095,0.124,1,0.029
MTIF3,0.144902772,-0.583248082,0.102,0.131,1,0.029
MIDN,0.145004508,-0.436788664,0.186,0.216,1,0.03
SNHG17,0.146185767,-0.555722697,0.117,0.146,1,0.029
BCAP31,0.14624494,-0.135505102,0.458,0.48,1,0.022
CCT2,0.146686821,0.131681918,0.273,0.22,1,-0.053
XBP1,0.146956469,0.167949855,0.443,0.368,1,-0.075
LYSMD2,0.146999181,0.159038909,0.17,0.131,1,-0.039
PIK3CD,0.147181662,-0.567830075,0.182,0.205,1,0.023
PRDX2,0.147603461,-0.329556972,0.371,0.391,1,0.02
MLLT3,0.147689958,0.137045741,0.129,0.095,1,-0.034
CARHSP1,0.147696784,0.130295739,0.125,0.093,1,-0.032
THAP4,0.147941149,0.139548441,0.144,0.108,1,-0.036
EP300,0.147965651,-0.566139339,0.087,0.115,1,0.028
PCED1B-AS1,0.147968913,0.145065814,0.867,0.795,1,-0.072
CTSS,0.148598764,0.095569916,0.288,0.229,1,-0.059
ARRDC2,0.148628943,0.222196859,0.186,0.146,1,-0.04
NEAT1,0.148844732,-0.317980424,0.371,0.385,1,0.014
SQOR,0.149032248,0.164066489,0.14,0.106,1,-0.034
MORF4L1,0.149582577,-0.173778355,0.485,0.5,1,0.015
EIF3K,0.150161017,0.115932326,0.818,0.784,1,-0.034
TATDN2,0.150837459,0.406699034,0.117,0.089,1,-0.028
CHMP4A,0.151129404,-0.410611687,0.178,0.208,1,0.03
MBD1,0.151200226,0.218605529,0.136,0.104,1,-0.032
COPE,0.151254929,-0.181703073,0.47,0.482,1,0.012
TMEM106B,0.151313007,0.202405185,0.11,0.081,1,-0.029
HERC1,0.151335818,-0.660440111,0.125,0.151,1,0.026
MAPKAPK5-AS1,0.151457043,0.184460023,0.167,0.132,1,-0.035
STOML2,0.151498498,-0.472862905,0.129,0.159,1,0.03
ANKRD44,0.151512935,0.192267334,0.424,0.353,1,-0.071
ACTR3,0.151985075,-0.273343137,0.53,0.521,1,-0.009
ETF1,0.152098413,0.104273314,0.125,0.093,1,-0.032
ACBD3,0.152187869,-0.542207068,0.076,0.102,1,0.026
IWS1,0.152453114,0.192577787,0.121,0.09,1,-0.031
OST4,0.152953174,0.059950697,0.811,0.748,1,-0.063
PARN,0.153148365,0.3252583,0.129,0.098,1,-0.031
TPP2,0.153153377,0.165370658,0.201,0.16,1,-0.041
EMB,0.153261523,0.244033985,0.39,0.328,1,-0.062
TBC1D10A,0.153487063,0.155620119,0.178,0.138,1,-0.04
NDUFA3,0.153865042,0.111907133,0.439,0.374,1,-0.065
PHYKPL,0.153881216,0.171177747,0.25,0.2,1,-0.05
NSMCE4A,0.1539818,0.268986651,0.174,0.139,1,-0.035
PPP4C,0.154403336,-0.238842475,0.341,0.36,1,0.019
ACSL3,0.154471836,0.282985157,0.106,0.078,1,-0.028
FEM1B,0.154577095,0.349947427,0.117,0.088,1,-0.029
MDM2,0.154821643,-0.758039592,0.083,0.108,1,0.025
PRPF19,0.155298147,0.221923373,0.155,0.121,1,-0.034
RBM39,0.155700352,-0.186783982,0.636,0.621,1,-0.015
ST8SIA4,0.155744864,-0.509611882,0.148,0.177,1,0.029
ZBTB44,0.155963304,0.145926114,0.227,0.181,1,-0.046
PPP3R1,0.156057083,-0.334638259,0.152,0.183,1,0.031
C1orf43,0.156062126,0.09167135,0.239,0.19,1,-0.049
CS,0.156444746,-0.71287108,0.102,0.127,1,0.025
LSM5,0.156645794,0.203628014,0.197,0.156,1,-0.041
FAF1,0.156707868,0.227457381,0.133,0.101,1,-0.032
STOM,0.156831109,-0.274200389,0.348,0.365,1,0.017
MMADHC,0.156932089,-0.582464254,0.125,0.152,1,0.027
ANKRD10,0.157146326,0.115534597,0.186,0.144,1,-0.042
ATP2B4,0.15730332,-0.328610217,0.333,0.349,1,0.016
DCAF11,0.157419378,0.133485447,0.189,0.149,1,-0.04
IER5,0.158563424,0.185510567,0.174,0.137,1,-0.037
SERTAD1,0.159054842,-0.547975351,0.189,0.212,1,0.023
METTL9,0.159221096,0.19461691,0.28,0.234,1,-0.046
ETHE1,0.159517853,0.156251993,0.17,0.133,1,-0.037
AC004865.2,0.159839055,0.175264922,0.152,0.117,1,-0.035
GTF2H5,0.159848977,0.151836343,0.121,0.091,1,-0.03
H3F3A,0.159886709,-0.0923662,0.913,0.87,1,-0.043
MAP4K1,0.159989506,0.168377594,0.246,0.198,1,-0.048
AGTPBP1,0.160489892,0.061815585,0.25,0.203,1,-0.047
CDKN2AIP,0.160490491,0.06241033,0.152,0.117,1,-0.035
UBE2G2,0.160640235,0.19786304,0.193,0.154,1,-0.039
NFE2L2,0.160656506,0.339121372,0.136,0.106,1,-0.03
SHFL,0.16073271,0.138521225,0.364,0.293,1,-0.071
ATF7IP,0.160969729,-0.27729714,0.223,0.254,1,0.031
ATP5F1D,0.161035412,0.084886676,0.689,0.616,1,-0.073
PTTG1IP,0.161184644,0.321780459,0.136,0.106,1,-0.03
CHMP2B,0.161476148,0.104928891,0.121,0.09,1,-0.031
ATP2B1,0.161630533,0.308553675,0.17,0.136,1,-0.034
UBE2I,0.161714663,0.078680636,0.413,0.341,1,-0.072
SNRPB2,0.161823703,0.048087506,0.261,0.211,1,-0.05
SUPV3L1,0.161955404,0.064277071,0.117,0.087,1,-0.03
KMT2A,0.162363389,0.099566551,0.432,0.377,1,-0.055
TGS1,0.162613721,0.243955049,0.155,0.123,1,-0.032
CARD16,0.16263008,-0.377616305,0.223,0.251,1,0.028
DENND2D,0.162787198,-0.379050219,0.242,0.267,1,0.025
MRPL48,0.163413607,-0.683517143,0.087,0.113,1,0.026
CARD8,0.164025986,-0.580837934,0.136,0.162,1,0.026
EIF5A,0.164204512,0.112640286,0.595,0.526,1,-0.069
ABCF1,0.16437476,-0.513047512,0.133,0.162,1,0.029
HSD17B10,0.164802564,-0.446153525,0.136,0.165,1,0.029
RBMX2,0.16493336,0.34775784,0.106,0.08,1,-0.026
SNRNP40,0.165142451,-0.524613246,0.098,0.126,1,0.028
FRG1,0.165217404,-0.56136487,0.117,0.146,1,0.029
NDFIP1,0.165301515,-0.327870918,0.352,0.362,1,0.01
CSRP1,0.16532655,0.179077949,0.152,0.115,1,-0.037
UBE2H,0.165659116,0.143488421,0.193,0.155,1,-0.038
HSPD1,0.166085357,0.127238882,0.273,0.226,1,-0.047
OSBPL8,0.166923242,-0.326286308,0.258,0.287,1,0.029
FAM174C,0.167517001,0.061485252,0.261,0.208,1,-0.053
CRBN,0.167749772,0.05414838,0.277,0.221,1,-0.056
SYNGR2,0.16791808,0.115627286,0.311,0.252,1,-0.059
EXOC8,0.167926867,0.209922509,0.114,0.085,1,-0.029
ANGEL2,0.168057676,0.12464543,0.114,0.084,1,-0.03
HECA,0.168133958,0.156121022,0.201,0.162,1,-0.039
MAPK1IP1L,0.168255818,0.120575931,0.307,0.25,1,-0.057
RAD51C,0.168278154,0.192534049,0.117,0.088,1,-0.029
PHF5A,0.168291399,0.286561583,0.17,0.136,1,-0.034
CYTIP,0.168433414,0.081034348,0.458,0.384,1,-0.074
CCNI,0.168447173,0.078891033,0.784,0.735,1,-0.049
PCNP,0.168546434,0.061991504,0.254,0.202,1,-0.052
ITGB1BP1,0.169226512,0.04353773,0.25,0.199,1,-0.051
EIF2A,0.16950895,0.101417752,0.227,0.18,1,-0.047
METTL5,0.170346575,0.283063455,0.189,0.154,1,-0.035
TBC1D14,0.170357896,0.255184952,0.125,0.096,1,-0.029
EHD1,0.170497382,-0.356802301,0.235,0.265,1,0.03
VAPA,0.170504429,-0.349782928,0.273,0.292,1,0.019
CLINT1,0.170747986,0.087062868,0.254,0.203,1,-0.051
RBM15B,0.17083389,0.115745848,0.133,0.101,1,-0.032
TMBIM4,0.171017812,0.110607006,0.356,0.291,1,-0.065
HSPB11,0.171589961,-0.3941546,0.174,0.202,1,0.028
PRDX1,0.171838148,0.058468275,0.36,0.295,1,-0.065
DUSP23,0.171860339,0.106119026,0.186,0.145,1,-0.041
KRTCAP2,0.171972155,0.064691117,0.712,0.646,1,-0.066
LINC01871,0.172021264,-0.467833543,0.216,0.234,1,0.018
SUPT4H1,0.172320962,-0.306769608,0.288,0.308,1,0.02
ATP6V0E1,0.172493702,-0.186125686,0.534,0.528,1,-0.006
ZFPM1,0.172598904,0.316556259,0.133,0.1,1,-0.033
SCAF11,0.172638938,-0.430488143,0.36,0.356,1,-0.004
SMARCA4,0.173259306,-0.621819297,0.106,0.132,1,0.026
PRKAA1,0.173332834,-0.539718964,0.114,0.141,1,0.027
RHOB,0.173446566,-0.405652737,0.098,0.127,1,0.029
NOL12,0.173621602,-0.546105814,0.083,0.109,1,0.026
ARHGEF1,0.17377318,-0.188284751,0.523,0.528,1,0.005
MTR,0.174196495,0.114734824,0.117,0.088,1,-0.029
EID1,0.17425436,-0.221691746,0.485,0.492,1,0.007
ILF3,0.174535651,0.071171033,0.345,0.282,1,-0.063
C1orf131,0.175318772,0.152479486,0.106,0.079,1,-0.027
RNF145,0.175423334,0.154708895,0.14,0.108,1,-0.032
NARF,0.175434657,-0.572909052,0.155,0.177,1,0.022
GZMA,0.176079305,-0.093491369,0.898,0.869,1,-0.029
COPB2,0.176146253,-0.630023027,0.095,0.12,1,0.025
CNOT8,0.176385711,0.177642546,0.182,0.143,1,-0.039
UVRAG,0.176411821,0.108109467,0.182,0.143,1,-0.039
TERF2IP,0.176714826,0.203295779,0.451,0.4,1,-0.051
RBIS,0.176865966,-0.378021677,0.258,0.278,1,0.02
SLC25A1,0.177030901,-0.51643175,0.117,0.143,1,0.026
SECISBP2L,0.177184465,0.114929706,0.205,0.16,1,-0.045
SRSF10,0.177242601,0.177283381,0.375,0.318,1,-0.057
ATP6AP2,0.177270059,-0.322875976,0.254,0.28,1,0.026
HCP5,0.17731481,-0.582262155,0.087,0.112,1,0.025
ZCCHC8,0.177527638,0.131996904,0.106,0.079,1,-0.027
SNX2,0.177587167,0.120655863,0.144,0.112,1,-0.032
MYL12A,0.177589564,-0.107999184,0.928,0.932,1,0.004
PHB2,0.178098233,0.170847269,0.477,0.408,1,-0.069
FERMT3,0.178302764,-0.296935648,0.307,0.33,1,0.023
IDI1,0.178381483,-0.375862772,0.159,0.191,1,0.032
VTI1A,0.178957772,-0.453546756,0.098,0.125,1,0.027
GDI2,0.179053228,0.142311898,0.413,0.346,1,-0.067
STX5,0.17921164,-0.560921369,0.095,0.121,1,0.026
SF3B2,0.179356488,-0.234586994,0.542,0.532,1,-0.01
IL2RB,0.179529258,0.210120305,0.303,0.251,1,-0.052
LINC00649,0.179738088,0.390113104,0.106,0.08,1,-0.026
CCDC115,0.179748327,-0.412692587,0.148,0.177,1,0.029
CYP20A1,0.179946902,-0.65140847,0.08,0.103,1,0.023
AP2A1,0.179991423,0.25624303,0.117,0.089,1,-0.028
BATF,0.1799941,-0.406093059,0.223,0.243,1,0.02
SUMO3,0.180685929,-0.441682519,0.182,0.209,1,0.027
RWDD4,0.180988853,0.112927107,0.125,0.095,1,-0.03
METTL17,0.181009706,0.071405288,0.182,0.144,1,-0.038
RPS16,0.181130076,0.066882388,0.989,0.985,1,-0.004
DDX42,0.18115177,0.308748863,0.167,0.135,1,-0.032
H1FX,0.181393392,0.197301269,0.576,0.551,1,-0.025
CNOT2,0.181484716,0.048104189,0.242,0.195,1,-0.047
SURF1,0.181503694,0.186561437,0.227,0.185,1,-0.042
ZNF83,0.181512075,0.169172599,0.102,0.076,1,-0.026
REPS1,0.181582885,0.130932894,0.121,0.092,1,-0.029
AASDHPPT,0.182211889,0.257312346,0.148,0.115,1,-0.033
AURKAIP1,0.182243763,-0.226203095,0.314,0.341,1,0.027
ATP5MPL,0.182397682,-0.221353083,0.348,0.377,1,0.029
DOK2,0.182828242,-0.252161211,0.288,0.322,1,0.034
PRPSAP2,0.182936158,0.234118393,0.11,0.083,1,-0.027
SEC11C,0.183069044,0.084078606,0.337,0.275,1,-0.062
PCIF1,0.183124889,0.038243131,0.22,0.174,1,-0.046
MAEA,0.183204129,-0.582316348,0.098,0.124,1,0.026
PSD4,0.18330651,-0.858650732,0.098,0.12,1,0.022
RETREG3,0.183358507,-0.497601318,0.098,0.122,1,0.024
PTPN7,0.183425918,-0.425497945,0.189,0.216,1,0.027
DALRD3,0.183668012,-0.002967511,0.121,0.091,1,-0.03
ACP1,0.183767413,-0.327994615,0.311,0.326,1,0.015
CLSTN3,0.183790023,-0.572144161,0.098,0.124,1,0.026
CHCHD10,0.183840787,0.051750834,0.311,0.25,1,-0.061
TRAPPC12,0.184262449,0.13174182,0.129,0.098,1,-0.031
MRPS16,0.184286361,-0.631931342,0.087,0.112,1,0.025
PTOV1,0.184689991,-0.358386197,0.129,0.16,1,0.031
DANCR,0.184862492,0.06866041,0.333,0.276,1,-0.057
RAB5B,0.184976601,-0.547312736,0.159,0.183,1,0.024
PHF3,0.185103296,0.083861409,0.394,0.326,1,-0.068
STN1,0.185139332,0.070545343,0.14,0.108,1,-0.032
RAB8A,0.18547444,-0.356326068,0.212,0.24,1,0.028
EPRS,0.185526396,0.091123558,0.208,0.166,1,-0.042
DOCK11,0.185861942,0.206801112,0.17,0.133,1,-0.037
PHF11,0.186379971,0.154079544,0.277,0.231,1,-0.046
PSMD4,0.18743981,0.084861694,0.337,0.276,1,-0.061
TTC16,0.187992173,-0.440765558,0.159,0.183,1,0.024
EIF2AK1,0.18884042,0.138775565,0.231,0.187,1,-0.044
RNGTT,0.189086586,0.112981094,0.106,0.08,1,-0.026
ARHGAP26,0.189183652,0.144328943,0.242,0.196,1,-0.046
ATP8A1,0.189661919,0.217261403,0.155,0.124,1,-0.031
RAB10,0.190499873,0.134708733,0.205,0.165,1,-0.04
PSMD7,0.190981074,0.135436419,0.292,0.241,1,-0.051
SIRT2,0.191158155,-0.51826307,0.121,0.149,1,0.028
ARNTL,0.191474467,-0.363542374,0.133,0.158,1,0.025
TIMM13,0.19150658,0.154637916,0.178,0.143,1,-0.035
ARFRP1,0.191583413,0.331254138,0.148,0.116,1,-0.032
IPO7,0.191654801,0.146505005,0.129,0.1,1,-0.029
UQCRQ,0.191909182,0.157522615,0.477,0.415,1,-0.062
PHF12,0.192963184,-0.435965065,0.106,0.133,1,0.027
PTPN12,0.193029702,-0.503633039,0.102,0.128,1,0.026
DDOST,0.193079765,0.141205185,0.572,0.493,1,-0.079
RPTOR,0.193107371,-0.181929307,0.125,0.157,1,0.032
CLN3,0.193170936,-0.508078648,0.163,0.186,1,0.023
DCAF7,0.193255306,-0.464237275,0.174,0.2,1,0.026
UAP1,0.193475707,-0.675016081,0.087,0.11,1,0.023
PHKB,0.193491065,0.206244824,0.106,0.081,1,-0.025
PPIB,0.193885513,-0.112199217,0.852,0.84,1,-0.012
NUDT21,0.194090233,0.046640537,0.223,0.178,1,-0.045
EP400,0.194383792,0.320789828,0.152,0.121,1,-0.031
CRYBG1,0.194889461,0.064877885,0.14,0.108,1,-0.032
PLCB1,0.19498393,0.031866673,0.163,0.128,1,-0.035
PPP2R5A,0.195505423,-0.421757632,0.208,0.231,1,0.023
VHL,0.195559944,-0.320602964,0.136,0.164,1,0.028
RBMX,0.195566702,0.164175525,0.348,0.296,1,-0.052
COX14,0.195645052,0.095504852,0.341,0.284,1,-0.057
